!!SBtab TableName='Reaction' TableType='Reaction'						
!Reaction	!SumFormula	!Reaction:Identifiers:kegg.reaction	!IsReversible	!Gene		
PTS_RPTSsy	D_Glucose + Phosphoenolpyruvate <=> Pyruvate + D_Glucose_6_phosphate	RPTSsy	1	PTS		
Michaelis constant	2.83E-05	cis_Aconitate	C00417	ACN_R01900	R01900	M
Michaelis constant	5.25E-05	_6_Phospho_D_gluconate	C00345	GLH_R02035	R02035	M
Michaelis constant	2.51E-05	_6_Phospho_D_gluconate	C00345	PGD_R01528	R01528	M
Michaelis constant	1.70E-02	Orthophosphate	C00009	GAP_R01061	R01061	M
Michaelis constant	1.08E-03	Orthophosphate	C00009	FBP_R00762	R00762	M
Michaelis constant	1.17E-03	Orthophosphate	C00009	SCS_R00405	R00405	M
Michaelis constant	8.30E-03	Pyruvate	C00022	PTS_RPTSsy	RPTSsy	M
Michaelis constant	5.44E-04	Pyruvate	C00022	PYK_R00200	R00200	M
Michaelis constant	9.52E-06	Pyruvate	C00022	PDH_R00209	R00209	M
Michaelis constant	3.29E-06	NADPplus	C00006	ZWF_R00835	R00835	M
Michaelis constant	2.38E-05	NADPplus	C00006	PGD_R01528	R01528	M
Michaelis constant	1.75E-05	NADPH	C00005	ZWF_R00835	R00835	M
Michaelis constant	7.62E-07	NADPH	C00005	PGD_R01528	R01528	M
Michaelis constant	2.27E-05	NADH	C00004	GAP_R01061	R01061	M
Michaelis constant	5.18E-03	NADH	C00004	PDH_R00209	R00209	M
Michaelis constant	1.12E-03	NADH	C00004	ICD_R00709	R00709	M
Michaelis constant	4.15E-03	NADH	C00004	KGD_R08549	R08549	M
Michaelis constant	5.64E-06	NADH	C00004	MDH_R00342	R00342	M
Michaelis constant	9.36E-05	NADplus	C00003	GAP_R01061	R01061	M
Michaelis constant	3.74E-05	NADplus	C00003	PDH_R00209	R00209	M
Michaelis constant	7.49E-05	NADplus	C00003	ICD_R00709	R00709	M
Michaelis constant	2.41E-06	NADplus	C00003	KGD_R08549	R08549	M
Michaelis constant	1.78E-04	NADplus	C00003	MDH_R00342	R00342	M
Michaelis constant	1.10E-04	ATP	C00002	PFK_R04779	R04779	M
Michaelis constant	4.99E-04	ATP	C00002	PGK_R01512	R01512	M
Michaelis constant	5.05E-03	ATP	C00002	PYK_R00200	R00200	M
Michaelis constant	2.88E-05	ATP	C00002	SCS_R00405	R00405	M
Michaelis constant	1.76E-02	H2O	C00001	PGH_R00658	R00658	M
Michaelis constant	1.15E-06	H2O	C00001	GLH_R02035	R02035	M
Michaelis constant	9.30E-06	H2O	C00001	FBP_R00762	R00762	M
Michaelis constant	7.10E-08	H2O	C00001	CSN_R00351	R00351	M
Michaelis constant	1.61E-05	H2O	C00001	ACN_R00351	R00351	M
Michaelis constant	4.73E-04	H2O	C00001	ACN_R01900	R01900	M
Michaelis constant	1.06E-03	H2O	C00001	FUM_R01082	R01082	M
Michaelis constant	1.12E-03	_2_Oxoglutarate	C00026	ICD_R00709	R00709	M
Michaelis constant	3.20E-03	_2_Oxoglutarate	C00026	KGD_R08549	R08549	M
Michaelis constant	2.82E-05	Oxaloacetate	C00036	CSN_R00351	R00351	M
Michaelis constant	2.54E-05	Oxaloacetate	C00036	MDH_R00342	R00342	M
Michaelis constant	1.79E-05	Ubiquinone	C00399	SDH_R02164	R02164	M
Michaelis constant	2.26E-04	D_Erythrose_4_phosphate	C00279	TAL_R08575	R08575	M
Michaelis constant	1.50E-04	D_Erythrose_4_phosphate	C00279	TXT_R01067	R01067	M
Michaelis constant	2.69E-02	Ubiquinol	C00390	SDH_R02164	R02164	M
Michaelis constant	9.01E-04	ADP	C00008	PFK_R04779	R04779	M
Michaelis constant	1.14E-04	ADP	C00008	PGK_R01512	R01512	M
Michaelis constant	9.25E-06	ADP	C00008	PYK_R00200	R00200	M
Michaelis constant	2.11E-04	ADP	C00008	SCS_R00405	R00405	M
Michaelis constant	1.85E-04	Isocitrate	C00311	ACN_R01900	R01900	M
Michaelis constant	2.03E-03	Isocitrate	C00311	ICD_R00709	R00709	M
Michaelis constant	1.38E-04	D_Ribulose_5_phosphate	C00199	PGD_R01528	R01528	M
Michaelis constant	3.19E-03	D_Ribulose_5_phosphate	C00199	RPI_R01056	R01056	M
Michaelis constant	7.87E-04	D_Ribulose_5_phosphate	C00199	RPE_R01529	R01529	M
Michaelis constant	3.14E-04	D_Xylulose_5_phosphate	C00231	RPE_R01529	R01529	M
Michaelis constant	5.24E-04	D_Xylulose_5_phosphate	C00231	TXT_R01641	R01641	M
Michaelis constant	4.12E-04	D_Xylulose_5_phosphate	C00231	TXT_R01067	R01067	M
Michaelis constant	8.30E-03	D_Glucose_6_phosphate	C00092	PTS_RPTSsy	RPTSsy	M
Michaelis constant	1.65E-04	D_Glucose_6_phosphate	C00092	PGI_R02740	R02740	M
Michaelis constant	7.42E-05	D_Glucose_6_phosphate	C00092	ZWF_R00835	R00835	M
Michaelis constant	4.11E-04	_3_Phospho_D_glyceroyl_phosphate	C00236	GAP_R01061	R01061	M
Michaelis constant	1.86E-06	_3_Phospho_D_glyceroyl_phosphate	C00236	PGK_R01512	R01512	M
Michaelis constant	3.40E-06	CoA	C00010	PDH_R00209	R00209	M
Michaelis constant	1.41E-01	CoA	C00010	CSN_R00351	R00351	M
Michaelis constant	2.41E-06	CoA	C00010	KGD_R08549	R08549	M
Michaelis constant	2.80E-05	CoA	C00010	SCS_R00405	R00405	M
Michaelis constant	5.18E-03	CO2	C00011	PDH_R00209	R00209	M
Michaelis constant	3.40E-02	CO2	C00011	PGD_R01528	R01528	M
Michaelis constant	1.12E-03	CO2	C00011	ICD_R00709	R00709	M
Michaelis constant	4.15E-03	CO2	C00011	KGD_R08549	R08549	M
Michaelis constant	1.78E-03	D_Ribose_5_phosphate	C00117	RPI_R01056	R01056	M
Michaelis constant	5.36E-04	D_Ribose_5_phosphate	C00117	TXT_R01641	R01641	M
Michaelis constant	1.59E-04	Glycerone_phosphate	C00111	ALD_R01070	R01070	M
Michaelis constant	1.36E-03	Glycerone_phosphate	C00111	TIM_R01015	R01015	M
Michaelis constant	1.20E-06	D_Glucose	C00031	PTS_RPTSsy	RPTSsy	M
Michaelis constant	1.40E-03	D_Fructose_1_6_bisphosphate	C00354	PFK_R04779	R04779	M
Michaelis constant	1.07E-04	D_Fructose_1_6_bisphosphate	C00354	ALD_R01070	R01070	M
Michaelis constant	1.28E-05	D_Fructose_1_6_bisphosphate	C00354	FBP_R00762	R00762	M
Michaelis constant	1.29E-04	D_Glyceraldehyde_3_phosphate	C00118	ALD_R01070	R01070	M
Michaelis constant	9.41E-05	D_Glyceraldehyde_3_phosphate	C00118	TIM_R01015	R01015	M
Michaelis constant	2.64E-02	D_Glyceraldehyde_3_phosphate	C00118	GAP_R01061	R01061	M
Michaelis constant	4.10E-03	D_Glyceraldehyde_3_phosphate	C00118	TXT_R01641	R01641	M
Michaelis constant	6.06E-05	D_Glyceraldehyde_3_phosphate	C00118	TAL_R08575	R08575	M
Michaelis constant	4.95E-03	D_Glyceraldehyde_3_phosphate	C00118	TXT_R01067	R01067	M
Michaelis constant	1.20E-06	Phosphoenolpyruvate	C00074	PTS_RPTSsy	RPTSsy	M
Michaelis constant	5.73E-04	Phosphoenolpyruvate	C00074	PGH_R00658	R00658	M
Michaelis constant	1.11E-05	Phosphoenolpyruvate	C00074	PYK_R00200	R00200	M
Michaelis constant	6.56E-06	Citrate	C00158	CSN_R00351	R00351	M
Michaelis constant	1.21E-06	Citrate	C00158	ACN_R00351	R00351	M
Michaelis constant	8.73E-05	Succinyl_CoA	C00091	KGD_R08549	R08549	M
Michaelis constant	3.61E-05	Succinyl_CoA	C00091	SCS_R00405	R00405	M
Michaelis constant	7.09E-04	_3_Phospho_D_glycerate	C00197	PGK_R01512	R01512	M
Michaelis constant	9.19E-04	_3_Phospho_D_glycerate	C00197	PGM_R01518	R01518	M
Michaelis constant	3.94E-04	D_Glucono_1_5_lactone_6_phosphate	C01236	ZWF_R00835	R00835	M
Michaelis constant	1.84E-05	D_Glucono_1_5_lactone_6_phosphate	C01236	GLH_R02035	R02035	M
Michaelis constant	6.07E-05	D_Fructose_6_phosphate	C00085	PGI_R02740	R02740	M
Michaelis constant	7.12E-06	D_Fructose_6_phosphate	C00085	PFK_R04779	R04779	M
Michaelis constant	6.62E-04	D_Fructose_6_phosphate	C00085	TAL_R08575	R08575	M
Michaelis constant	6.99E-03	D_Fructose_6_phosphate	C00085	TXT_R01067	R01067	M
Michaelis constant	1.08E-03	D_Fructose_6_phosphate	C00085	FBP_R00762	R00762	M
Michaelis constant	2.82E-05	_2_Phospho_D_glycerate	C00631	PGM_R01518	R01518	M
Michaelis constant	2.48E-04	_2_Phospho_D_glycerate	C00631	PGH_R00658	R00658	M
Michaelis constant	1.68E-03	Succinate	C00042	SCS_R00405	R00405	M
Michaelis constant	1.00E-04	Succinate	C00042	SDH_R02164	R02164	M
Michaelis constant	3.37E-03	Sedoheptulose_7_phosphate	C05382	TXT_R01641	R01641	M
Michaelis constant	1.98E-04	Sedoheptulose_7_phosphate	C05382	TAL_R08575	R08575	M
substrate catalytic rate constant	3.50E+02			PTS_RPTSsy	RPTSsy	1/s
substrate catalytic rate constant	3.50E+02			PGI_R02740	R02740	1/s
substrate catalytic rate constant	3.50E+02			PFK_R04779	R04779	1/s
substrate catalytic rate constant	3.50E+02			ALD_R01070	R01070	1/s
substrate catalytic rate constant	2.00E+03			TIM_R01015	R01015	1/s
substrate catalytic rate constant	2.68E+02			GAP_R01061	R01061	1/s
substrate catalytic rate constant	6.54E+02			PGK_R01512	R01512	1/s
substrate catalytic rate constant	5.30E+02			PGM_R01518	R01518	1/s
substrate catalytic rate constant	7.80E+01			PGH_R00658	R00658	1/s
substrate catalytic rate constant	2.32E+02			PYK_R00200	R00200	1/s
substrate catalytic rate constant	5.00E+01			PDH_R00209	R00209	1/s
substrate catalytic rate constant	1.74E+02			ZWF_R00835	R00835	1/s
substrate catalytic rate constant	1.90E+03			GLH_R02035	R02035	1/s
substrate catalytic rate constant	3.50E+02			PGD_R01528	R01528	1/s
substrate catalytic rate constant	1.41E+03			RPI_R01056	R01056	1/s
substrate catalytic rate constant	1.30E+03			RPE_R01529	R01529	1/s
substrate catalytic rate constant	5.00E+01			TXT_R01641	R01641	1/s
substrate catalytic rate constant	5.00E+01			TAL_R08575	R08575	1/s
substrate catalytic rate constant	6.90E+01			TXT_R01067	R01067	1/s
substrate catalytic rate constant	3.50E+02			FBP_R00762	R00762	1/s
substrate catalytic rate constant	6.71E+01			CSN_R00351	R00351	1/s
substrate catalytic rate constant	6.71E+01			ACN_R00351	R00351	1/s
substrate catalytic rate constant	5.00E+01			ACN_R01900	R01900	1/s
substrate catalytic rate constant	5.27E+02			ICD_R00709	R00709	1/s
substrate catalytic rate constant	3.63E+02			KGD_R08549	R08549	1/s
substrate catalytic rate constant	2.88E+02			SCS_R00405	R00405	1/s
substrate catalytic rate constant	2.45E+02			SDH_R02164	R02164	1/s
substrate catalytic rate constant	5.09E+02			FUM_R01082	R01082	1/s
substrate catalytic rate constant	5.22E+01			MDH_R00342	R00342	1/s
product catalytic rate constant	3.24E+02			PTS_RPTSsy	RPTSsy	1/s
product catalytic rate constant	3.53E+02			PGI_R02740	R02740	1/s
product catalytic rate constant	3.34E+02			PFK_R04779	R04779	1/s
product catalytic rate constant	3.50E+02			ALD_R01070	R01070	1/s
product catalytic rate constant	1.27E+03			TIM_R01015	R01015	1/s
product catalytic rate constant	1.61E+02			GAP_R01061	R01061	1/s
product catalytic rate constant	6.04E+02			PGK_R01512	R01512	1/s
product catalytic rate constant	8.55E+01			PGM_R01518	R01518	1/s
product catalytic rate constant	6.16E+02			PGH_R00658	R00658	1/s
product catalytic rate constant	2.96E+02			PYK_R00200	R00200	1/s
product catalytic rate constant	5.00E+01			PDH_R00209	R00209	1/s
product catalytic rate constant	3.85E+02			ZWF_R00835	R00835	1/s
product catalytic rate constant	2.41E+02			GLH_R02035	R02035	1/s
product catalytic rate constant	1.72E+02			PGD_R01528	R01528	1/s
product catalytic rate constant	3.49E+02			RPI_R01056	R01056	1/s
product catalytic rate constant	1.34E+02			RPE_R01529	R01529	1/s
product catalytic rate constant	5.25E+02			TXT_R01641	R01641	1/s
product catalytic rate constant	4.72E+02			TAL_R08575	R08575	1/s
product catalytic rate constant	6.61E+02			TXT_R01067	R01067	1/s
product catalytic rate constant	7.32E+01			FBP_R00762	R00762	1/s
product catalytic rate constant	3.46E+02			CSN_R00351	R00351	1/s
product catalytic rate constant	4.06E+02			ACN_R00351	R00351	1/s
product catalytic rate constant	5.23E+02			ACN_R01900	R01900	1/s
product catalytic rate constant	5.00E+01			ICD_R00709	R00709	1/s
product catalytic rate constant	3.37E+02			KGD_R08549	R08549	1/s
product catalytic rate constant	7.52E+01			SCS_R00405	R00405	1/s
product catalytic rate constant	1.61E+02			SDH_R02164	R02164	1/s
product catalytic rate constant	1.66E+02			FUM_R01082	R01082	1/s
product catalytic rate constant	7.67E+02			MDH_R00342	R00342	1/s
!!SBtab TableName='ConcentrationConstraint' TableType='Quantity' Unit='M'						
!QuantityType	!Compound	!Compound:Identifiers:kegg.compound	!Concentration:Min	!Concentration:Max		
concentration	_S__Malate	C00149	1.00E-06	1.00E-02		
concentration	Acetyl_CoA	C00024	1.00E-06	1.00E-02		
concentration	Fumarate	C00122	1.00E-06	1.00E-02		
concentration	cis_Aconitate	C00417	1.00E-06	1.00E-02		
concentration	_6_Phospho_D_gluconate	C00345	1.00E-06	1.00E-02		
concentration	Orthophosphate	C00009	1.00E-02	1.00E-02		
concentration	Pyruvate	C00022	1.00E-06	1.00E-02		
concentration	NADPplus	C00006	1.00E-04	1.00E-04		
concentration	NADPH	C00005	1.00E-03	1.00E-03		
concentration	NADH	C00004	1.00E-04	1.00E-04		
concentration	NADplus	C00003	1.00E-03	1.00E-03		
concentration	ATP	C00002	5.00E-03	5.00E-03		
concentration	H2O	C00001	1.00E+00	1.00E+00		
concentration	_2_Oxoglutarate	C00026	1.00E-06	1.00E-02		
concentration	Oxaloacetate	C00036	1.00E-09	1.00E-02		
concentration	Ubiquinone	C00399	1.00E-04	1.00E-04		
concentration	D_Erythrose_4_phosphate	C00279	1.00E-06	1.00E-02		
concentration	Ubiquinol	C00390	1.00E-04	1.00E-04		
concentration	ADP	C00008	5.00E-04	5.00E-04		
concentration	Isocitrate	C00311	1.00E-06	1.00E-02		
concentration	D_Ribulose_5_phosphate	C00199	1.00E-06	1.00E-02		
concentration	D_Xylulose_5_phosphate	C00231	1.00E-06	1.00E-02		
concentration	D_Glucose_6_phosphate	C00092	1.00E-06	1.00E-02		
concentration	_3_Phospho_D_glyceroyl_phosphate	C00236	1.00E-09	1.00E-02		
concentration	CoA	C00010	1.00E-03	1.00E-03		
concentration	CO2	C00011	1.00E-05	1.00E-05		
concentration	D_Ribose_5_phosphate	C00117	1.00E-06	1.00E-02		
concentration	Glycerone_phosphate	C00111	1.00E-06	1.00E-02		
concentration	D_Glucose	C00031	1.00E-06	1.00E-02		
concentration	D_Fructose_1_6_bisphosphate	C00354	1.00E-06	1.00E-02		
concentration	D_Glyceraldehyde_3_phosphate	C00118	1.00E-06	1.00E-02		
concentration	Phosphoenolpyruvate	C00074	1.00E-06	1.00E-02		
concentration	Citrate	C00158	1.00E-06	1.00E-02		
concentration	Succinyl_CoA	C00091	1.00E-06	1.00E-02		
concentration	_3_Phospho_D_glycerate	C00197	1.00E-06	1.00E-02		
concentration	D_Glucono_1_5_lactone_6_phosphate	C01236	1.00E-06	1.00E-02		
concentration	D_Fructose_6_phosphate	C00085	1.00E-06	1.00E-02		
concentration	_2_Phospho_D_glycerate	C00631	1.00E-06	1.00E-02		
concentration	Succinate	C00042	1.00E-06	1.00E-02		
concentration	Sedoheptulose_7_phosphate	C05382	1.00E-06	1.00E-02		
!!SBtab TableName='Flux' TableType='Quantity' Unit='M/s'						
!QuantityType	!Reaction	!Reaction:Identifiers:kegg.reaction	!Flux			
flux	PTS_RPTSsy	RPTSsy	6.09E-04			
flux	PGI_R02740	R02740	5.04E-04			
flux	PFK_R04779	R04779	5.04E-04			
flux	ALD_R01070	R01070	5.04E-04			
flux	TIM_R01015	R01015	5.04E-04			
flux	GAP_R01061	R01061	1.04E-03			
flux	PGK_R01512	R01512	1.04E-03			
flux	PGM_R01518	R01518	1.04E-03			
flux	PGH_R00658	R00658	1.04E-03			
flux	PYK_R00200	R00200	8.19E-04			
flux	PDH_R00209	R00209	6.79E-04			
flux	ZWF_R00835	R00835	1.66E-04			
flux	GLH_R02035	R02035	1.66E-04			
flux	PGD_R01528	R01528	1.65E-04			
flux	RPI_R01056	R01056	4.55E-05			
flux	RPE_R01529	R01529	7.98E-05			
flux	TXT_R01641	R01641	7.98E-05			
flux	TAL_R08575	R08575	4.55E-05			
flux	TXT_R01067	R01067	3.43E-05			
flux	FBP_R00762	R00762	0.00E+00			
flux	CSN_R00351	R00351	9.80E-05			
flux	ACN_R00351	R00351	9.80E-05			
flux	ACN_R01900	R01900	9.80E-05			
flux	ICD_R00709	R00709	8.40E-05			
flux	KGD_R08549	R08549	2.31E-05			
flux	SCS_R00405	R00405	2.31E-05			
flux	SDH_R02164	R02164	7.70E-05			
flux	FUM_R01082	R01082	7.70E-05			
flux	MDH_R00342	R00342	9.10E-05			
!!SBtab TableName='Concentration' TableType='Quantity' Unit='M'						
!QuantityType	!Compound	!Compound:Identifiers:kegg.compound	!Concentration			
concentration	_S__Malate	C00149	1.68E-03			
concentration	Acetyl_CoA	C00024	6.06E-04			
concentration	Fumarate	C00122	1.15E-04			
concentration	cis_Aconitate	C00417	1.61E-05			
concentration	_6_Phospho_D_gluconate	C00345	3.81E-03			
concentration	Orthophosphate	C00009	NaN			
concentration	Pyruvate	C00022	3.90E-04			
concentration	NADPplus	C00006	2.08E-06			
concentration	NADPH	C00005	1.21E-04			
concentration	NADH	C00004	8.32E-05			
concentration	NADplus	C00003	2.55E-03			
concentration	ATP	C00002	9.63E-03			
concentration	H2O	C00001	NaN			
concentration	_2_Oxoglutarate	C00026	4.43E-04			
concentration	Oxaloacetate	C00036	NaN			
concentration	Ubiquinone	C00399	NaN			
concentration	D_Erythrose_4_phosphate	C00279	NaN			
concentration	Ubiquinol	C00390	NaN			
concentration	ADP	C00008	5.55E-04			
concentration	Isocitrate	C00311	2.00E-05			
concentration	D_Ribulose_5_phosphate	C00199	NaN			
concentration	D_Xylulose_5_phosphate	C00231	NaN			
concentration	D_Glucose_6_phosphate	C00092	8.75E-03			
concentration	_3_Phospho_D_glyceroyl_phosphate	C00236	NaN			
concentration	CoA	C00010	1.37E-03			
concentration	CO2	C00011	NaN			
concentration	D_Ribose_5_phosphate	C00117	1.32E-03			
concentration	Glycerone_phosphate	C00111	3.74E-04			
concentration	D_Glucose	C00031	1.74E-02			
concentration	D_Fructose_1_6_bisphosphate	C00354	1.52E-02			
concentration	D_Glyceraldehyde_3_phosphate	C00118	NaN			
concentration	Phosphoenolpyruvate	C00074	1.84E-04			
